Sample,Taxa,relabs,Metabollic group,Notes,Source
2_17ROV17_BS2 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.5416946440561738,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
2_17ROV17_BS2 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,0.114919210823321,MO,"Type I methanotrophs, (1) dominent where methane is limiting and copper/nitrate levels are high. Can be both mesophilic to thermophilic (2)","1) Hanson & Hanson, Methanotrophic bacteria, 1996

2) Orata et al., Phylogenomic Analysis of the Gammaproteobacterial Methanotrophs (Order Methylococcales) Calls for the Reclassification of Members at the Genus and Species Levels, 2018
https://doi.org/10.3389/fmicb.2018.03162"
2_17ROV17_BS2 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,0.04988785233652871,Chemoorganotroph,"Meso to psycrophillic, generally chemoorganotrophs",Brock p 529-530
2_17ROV17_BS2 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.04954498049916425,Other,,
2_17ROV17_BS2 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales,0.04408760375444662,AO,Mesophillic,Brock 479
2_17ROV17_BS2 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;(Gammaproteobacteria),0.02962984127891195,,Too diverse to draw any conclusion,
2_17ROV17_BS2 phyloFlash,Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22,0.02540108861808363,,Likely symbionts that survive on fatty acid degredation,"Sieber et al., Unusual Metabolism and Hypervariation in the Genome of a Gracilibacterium (BD1-5) from an Oil-Degrading Community, 2019
https://dx.doi.org/10.1128%2FmBio.02128-19"
2_17ROV17_BS2 phyloFlash,Eukaryota;Amorphea;Obazoa;Opisthokonta,0.01835792962555538,,Too diverse to draw any conclusion,
2_17ROV17_BS2 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,0.0181436347272026,Chemoorganotroph,"generally aerobic, diverse group of chemoorganotrophs, similar to flavobacteriales but more diverse in their metabolic targets",Brock 530
2_17ROV17_BS2 phyloFlash,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,0.01164335614383474,,Too diverse to draw any conclusion,Brock p 509
3_17ROV19_HD1 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.3036366977722418,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
3_17ROV19_HD1 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.09678802605517325,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
3_17ROV19_HD1 phyloFlash,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,0.05609213239948543,SRB,"Obligate Anaerobes, mostly mesophilic with some thermophiles. Some are magnetotatctile","1) Keuver, Galushko Desulfovibrio, in Bergey's Manual of systematics od Archea and Bacteria, 2019 https://doi.org/10.1002/9781118960608.gbm01035.pub2
2) Rabus  et al., A Post-Genomic View of the Ecophysiology, Catabolism and Biotechnological Relevance of Sulphate-Reducing Prokaryotes, 2015., 10.1016/bs.ampbs.2015.05.002"
3_17ROV19_HD1 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.05241663773916239,Other,,
3_17ROV19_HD1 phyloFlash,Archaea;Euryarchaeota;Thermococci;Thermococcales,0.04874114307883936,Fermentative,Stricti anerobes hypothesised to be fermentative heterotrphs that are dependent on sulphur reduction,"1) Bertoldo, C. Antranikiam, G. The Order Thermococcales, in The Prokaryotes, p 69-81,  2006
2) Lepage et al., Molecular Diversity of New Thermococcales Isolates from a Single Area of Hydrothermal Deep-Sea Vents as Revealed by Randomly Amplified Polymorphic DNA Fingerprinting and 16S rRNA Gene Sequence Analysis, 2004, doi:10.1128/AEM.70.3.1277-1286.2004"
3_17ROV19_HD1 phyloFlash,Archaea;Euryarchaeota;Methanococci;Methanococcales,0.03967492291670921,Methanogenic,"Strict anaerobes generally mesophiles but extremophiles (in almost every direction; psychro, thermo, h.thermo, acido, and halo exist",Brock 548-549
3_17ROV19_HD1 phyloFlash,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales,0.0365711718702142,SRB ,Hyperthermophile,1) Brock p 551
3_17ROV19_HD1 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;SBR1031,0.0304249280215629,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al., Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016; 
https://doi.org/10.1186/s13068-016-0524-z"
3_17ROV19_HD1 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Nautiliales,0.02848508361750352,SHO,"Universally thermophillic (1) and generally strictly anaerobic. Allthough the ""strictness"" can vary with on the genus level","Miroshnichenko et al., Caminibacter profundus sp. nov., a novel thermophile of Nautiliales ord. nov. within the class ‘Epsilonproteobacteria’, isolated from a deep-sea hydrothermal vent,  2004., https://doi.org/10.1099/ijs.0.02753-0
Giovanneli et al., Draft genome sequence of Caminibacter mediatlanticus strain TB-2, an Epsilonproteobacterium isolated from a deep-sea hydrothermal vent. 2011 doi: 10.4056/sigs.2094859"
3_17ROV19_HD1 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,0.02587139852571825,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al, Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016 doi: 10.1186/s13068-016-0524-z"
3_17ROV19_HD1 phyloFlash,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales,0.02442162007636861,SRB ,Strick anaerobe So reducers ,Brock 559
3_17ROV19_HD1 phyloFlash,Bacteria;Thermotogota;Thermotogae;Thermotogales,0.01905131398934106,Fermentative,"Strick anaerobe with acetate, CO2 and hydrogen as metabolites of glucose fermentation. Inhibited by H2","Bhandari and Gupta,  The Phylum Thermotogae, in: The Prokaryotes, p 489 - 498"
3_17ROV19_HD1 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales,0.01135319461744226,SHO,Often observed anoxic/oxic transition zones,"Lecoeuvre et al., Microbial ecology of the newly discovered serpentinite-hosted Old City hydrothermal field (southwest Indian ridge) 2020. https://doi.org/10.1038/s41396-020-00816-7"
3_17ROV19_HD1 phyloFlash,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales,0.01023012680456578,Chemoorganotroph,"Interestingly, one of the only organisms that do not have single strand binding proteins, which presumably have been displaced duriv evolutiuon by more thermostable double-strand-binding proteins. Also might have some intresting C-fixing pathways","Jay et al., The distribution, diversity and function of predominant Thermoproteales in high-temperature environments of Yellowstone National Park., 2016,  doi:10.1111/1462-2920.13366"
3_17ROV19_HD1 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,0.0100667714863292,Fermentative,Strict anaerobes which are generally fermentative,Brock 528-529
4_17ROV19_HD4 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.15705485148794,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
4_17ROV19_HD4 phyloFlash,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,0.1242510960429677,SRB,"Obligate Anaerobes, mostly mesophilic with some thermophiles. Some are magnetotatctile","1) Keuver, Galushko Desulfovibrio, in Bergey's Manual of systematics od Archea and Bacteria, 2019 https://doi.org/10.1002/9781118960608.gbm01035.pub2
2) Rabus  et al., A Post-Genomic View of the Ecophysiology, Catabolism and Biotechnological Relevance of Sulphate-Reducing Prokaryotes, 2015., 10.1016/bs.ampbs.2015.05.002"
4_17ROV19_HD4 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.09719892298800344,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
4_17ROV19_HD4 phyloFlash,Archaea;Euryarchaeota;Methanococci;Methanococcales,0.0647898839815611,Methanogenic,"Strict anaerobes generally mesophiles but extremophiles (in almost every direction; psychro, thermo, h.thermo, acido, and halo exist",Brock 548-549
4_17ROV19_HD4 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.05194750271367551,Other,,
4_17ROV19_HD4 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;SBR1031,0.03790687511453825,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al., Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016; 
https://doi.org/10.1186/s13068-016-0524-z"
4_17ROV19_HD4 phyloFlash,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales,0.03676501684593372,SRB ,Hyperthermophile,1) Brock p 551
4_17ROV19_HD4 phyloFlash,Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,0.03173238225467669,SRB ,,"1) Brock p 473
"
4_17ROV19_HD4 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Nautiliales,0.02722133724290568,SHO,"Universally thermophillic (1) and generally strictly anaerobic. Allthough the ""strictness"" can vary with on the genus level","Miroshnichenko et al., Caminibacter profundus sp. nov., a novel thermophile of Nautiliales ord. nov. within the class ‘Epsilonproteobacteria’, isolated from a deep-sea hydrothermal vent,  2004., https://doi.org/10.1099/ijs.0.02753-0
Giovanneli et al., Draft genome sequence of Caminibacter mediatlanticus strain TB-2, an Epsilonproteobacterium isolated from a deep-sea hydrothermal vent. 2011 doi: 10.4056/sigs.2094859"
4_17ROV19_HD4 phyloFlash,Archaea;Euryarchaeota;Thermococci;Thermococcales,0.02547330730084441,Fermentative,Stricti anerobes hypothesised to be fermentative heterotrphs that are dependent on sulphur reduction,"1) Bertoldo, C. Antranikiam, G. The Order Thermococcales, in The Prokaryotes, p 69-81,  2006
2) Lepage et al., Molecular Diversity of New Thermococcales Isolates from a Single Area of Hydrothermal Deep-Sea Vents as Revealed by Randomly Amplified Polymorphic DNA Fingerprinting and 16S rRNA Gene Sequence Analysis, 2004, doi:10.1128/AEM.70.3.1277-1286.2004"
4_17ROV19_HD4 phyloFlash,Bacteria;Calditrichota;Calditrichia;Calditrichales,0.02029970255296954,Fermentative (?),debated taxonomical assignment. The exact metabolism remains unknown and is suspected to be either fermentative or nitrate reducing with either H2 or acetate as electron source,"1) Kublanov et al., Genomic analysis of Caldithrix abyssi, the thermophilic anaerobic bacterium of the novel bacterial phylum Calditrichaeota, 2017
https://doi.org/10.3389/fmicb.2017.00195"
4_17ROV19_HD4 phyloFlash,Bacteria;Thermotogota;Thermotogae;Thermotogales,0.01853757559524648,Fermentative,"Strick anaerobe with acetate, CO2 and hydrogen as metabolites of glucose fermentation. Inhibited by H2","Bhandari and Gupta,  The Phylum Thermotogae, in: The Prokaryotes, p 489 - 498"
4_17ROV19_HD4 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales,0.01488644853884433,SHO,Often observed anoxic/oxic transition zones,"Lecoeuvre et al., Microbial ecology of the newly discovered serpentinite-hosted Old City hydrothermal field (southwest Indian ridge) 2020. https://doi.org/10.1038/s41396-020-00816-7"
4_17ROV19_HD4 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,0.01463270225693221,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al, Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016 doi: 10.1186/s13068-016-0524-z"
4_17ROV19_HD4 phyloFlash,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales,0.01413930670876975,SRB ,Strick anaerobe So reducers ,Brock 559
4_17ROV19_HD4 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,0.01375868728590158,MO,"Type I methanotrophs, (1) dominent where methane is limiting and copper/nitrate levels are high. Can be both mesophilic to thermophilic (2)","1) Hanson & Hanson, Methanotrophic bacteria, 1996

2) Orata et al., Phylogenomic Analysis of the Gammaproteobacterial Methanotrophs (Order Methylococcales) Calls for the Reclassification of Members at the Genus and Species Levels, 2018
https://doi.org/10.3389/fmicb.2018.03162"
4_17ROV19_HD4 phyloFlash,Bacteria;Campilobacterota;Desulfurellia;Desulfurellales,0.01334987383170983,SRB,most likely chemoorganotrophic,Brock 514
4_17ROV19_HD4 phyloFlash,Bacteria;Caldisericota;Caldisericia;Caldisericales,0.01230669467273778,Other,"Anaerobic, thermophillic thiosulphate reducer","Mori et al., Caldisericum exile gen. nov., sp. nov., an anaerobic, thermophilic, filamentous bacterium of a novel bacterial phylum, Caldiserica phyl. nov., originally called the candidate phylum OP5, and description of Caldisericaceae fam. nov., Caldisericales ord. nov. and Caldisericia classis nov 2009., 10.1099/ijs.0.010033-0"
4_17ROV19_HD4 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;(Gammaproteobacteria),0.01126351551376574,,Too diverse to draw any conclusion,
5_17ROV19_HD5 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.345196554770318,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
5_17ROV19_HD5 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.2678666077738516,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
5_17ROV19_HD5 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Nautiliales,0.04778047703180212,SHO,"Universally thermophillic (1) and generally strictly anaerobic. Allthough the ""strictness"" can vary with on the genus level","Miroshnichenko et al., Caminibacter profundus sp. nov., a novel thermophile of Nautiliales ord. nov. within the class ‘Epsilonproteobacteria’, isolated from a deep-sea hydrothermal vent,  2004., https://doi.org/10.1099/ijs.0.02753-0
Giovanneli et al., Draft genome sequence of Caminibacter mediatlanticus strain TB-2, an Epsilonproteobacterium isolated from a deep-sea hydrothermal vent. 2011 doi: 10.4056/sigs.2094859"
5_17ROV19_HD5 phyloFlash,Archaea;Euryarchaeota;Thermococci;Thermococcales,0.03932199646643109,Fermentative,Stricti anerobes hypothesised to be fermentative heterotrphs that are dependent on sulphur reduction,"1) Bertoldo, C. Antranikiam, G. The Order Thermococcales, in The Prokaryotes, p 69-81,  2006
2) Lepage et al., Molecular Diversity of New Thermococcales Isolates from a Single Area of Hydrothermal Deep-Sea Vents as Revealed by Randomly Amplified Polymorphic DNA Fingerprinting and 16S rRNA Gene Sequence Analysis, 2004, doi:10.1128/AEM.70.3.1277-1286.2004"
5_17ROV19_HD5 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.038261925795053,Other,,
5_17ROV19_HD5 phyloFlash,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,0.0189708480565371,SRB,"Obligate Anaerobes, mostly mesophilic with some thermophiles. Some are magnetotatctile","1) Keuver, Galushko Desulfovibrio, in Bergey's Manual of systematics od Archea and Bacteria, 2019 https://doi.org/10.1002/9781118960608.gbm01035.pub2
2) Rabus  et al., A Post-Genomic View of the Ecophysiology, Catabolism and Biotechnological Relevance of Sulphate-Reducing Prokaryotes, 2015., 10.1016/bs.ampbs.2015.05.002"
5_17ROV19_HD5 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales,0.01375883392226148,SHO,Often observed anoxic/oxic transition zones,"Lecoeuvre et al., Microbial ecology of the newly discovered serpentinite-hosted Old City hydrothermal field (southwest Indian ridge) 2020. https://doi.org/10.1038/s41396-020-00816-7"
5_17ROV19_HD5 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;SBR1031,0.01285335689045936,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al., Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016; 
https://doi.org/10.1186/s13068-016-0524-z"
5_17ROV19_HD5 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,0.01203621908127209,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al, Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016 doi: 10.1186/s13068-016-0524-z"
5_17ROV19_HD5 phyloFlash,Bacteria;Calditrichota;Calditrichia;Calditrichales,0.0114178445229682,Fermentative (?),debated taxonomical assignment. The exact metabolism remains unknown and is suspected to be either fermentative or nitrate reducing with either H2 or acetate as electron source,"1) Kublanov et al., Genomic analysis of Caldithrix abyssi, the thermophilic anaerobic bacterium of the novel bacterial phylum Calditrichaeota, 2017
https://doi.org/10.3389/fmicb.2017.00195"
6_17ROV19_HD7 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.2128146453089245,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
6_17ROV19_HD7 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.1424925189227249,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
6_17ROV19_HD7 phyloFlash,Archaea;Euryarchaeota;Thermococci;Thermococcales,0.07970427741594789,Fermentative,Stricti anerobes hypothesised to be fermentative heterotrphs that are dependent on sulphur reduction,"1) Bertoldo, C. Antranikiam, G. The Order Thermococcales, in The Prokaryotes, p 69-81,  2006
2) Lepage et al., Molecular Diversity of New Thermococcales Isolates from a Single Area of Hydrothermal Deep-Sea Vents as Revealed by Randomly Amplified Polymorphic DNA Fingerprinting and 16S rRNA Gene Sequence Analysis, 2004, doi:10.1128/AEM.70.3.1277-1286.2004"
6_17ROV19_HD7 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.04976236578067242,Other,,
6_17ROV19_HD7 phyloFlash,Archaea;Euryarchaeota;Methanococci;Methanococcales,0.03282872733673649,Methanogenic,"Strict anaerobes generally mesophiles but extremophiles (in almost every direction; psychro, thermo, h.thermo, acido, and halo exist",Brock 548-549
6_17ROV19_HD7 phyloFlash,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales,0.03226544622425629,SRB ,Strick anaerobe So reducers ,Brock 559
6_17ROV19_HD7 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;SBR1031,0.03164935750748107,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al., Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016; 
https://doi.org/10.1186/s13068-016-0524-z"
6_17ROV19_HD7 phyloFlash,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales,0.02937863052279528,SRB ,Hyperthermophile,1) Brock p 551
6_17ROV19_HD7 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Nautiliales,0.02784720999823975,SHO,"Universally thermophillic (1) and generally strictly anaerobic. Allthough the ""strictness"" can vary with on the genus level","Miroshnichenko et al., Caminibacter profundus sp. nov., a novel thermophile of Nautiliales ord. nov. within the class ‘Epsilonproteobacteria’, isolated from a deep-sea hydrothermal vent,  2004., https://doi.org/10.1099/ijs.0.02753-0
Giovanneli et al., Draft genome sequence of Caminibacter mediatlanticus strain TB-2, an Epsilonproteobacterium isolated from a deep-sea hydrothermal vent. 2011 doi: 10.4056/sigs.2094859"
